sourceOccurrenceId	sourceTaxonId	sourceTaxonName	sourceTaxonKingdomName	sourceTaxonPhylumName	sourceTaxonClassName	sourceTaxonOrderName	sourceTaxonFamilyName	sourceTaxonGenusName	sourceTaxonSpecificEpithetName	sourceTaxonSubspecificEpithetName	sourceBodyPartId	sourceBodyPartName	sourceLifeStageId	sourceLifeStageName	sourcePhysiologicalStateId	sourcePhysiologicalStateName	interactionTypeId	interactionTypeName	targetOccurrenceId	targetTaxonId	targetTaxonName	targetTaxonKingdomName	targetTaxonPhylumName	targetTaxonClassName	targetTaxonOrderName	targetTaxonFamilyName	targetTaxonGenusName	targetTaxonSpecificEpithetName	targetTaxonSubspecificEpithetName	targetBodyPartId	targetBodyPartName	targetLifeStageId	targetLifeStageName	targetPhysiologicalStateId	targetPhysiologicalStateName	habitatId	habitatName	localityId	localityName	decimalLatitude	decimalLongitude	depth	altitude	observationDateTime	referenceDoi	referenceUrl	referenceCitation
	ITIS:154344	Apoidea															RO:0002455	pollinates		GBIF:9206251	Helianthus annuus						Helianthus	annuus											Hardy Drive & 16th Street, Tempe, Arizona	33.412435	-111.952193			2021-11-11			
	GBIF:5051321	Enallagma civile						Enallagma	civile								RO:0002437	interactsWith		GBIF:5051321	Enallagma civile						Enallagma	civile											Inks Lake State Park	30.7336	-98.3691			2021-11-21T15:28:43			
	ITIS:163342	Cyprinidae															RO:0002438	trophicallyInteractsWith			Quercus																		Doeskin Ranch Trails Balcones Canyonlands NWR	30.6196	-98.0721			2021-11-24T16:58:13			
	GBIF:1621767	Euarestoides acutangulus						Euarestoides	acutangulus								RO:0002622	visitsFlowersOf		GBIF:3118746	Encelia farinosa						Encelia	farinosa											Hardy Drive & 16th Street, Tempe, Arizona	33.412435	-111.952193			2022-03-18			
	GBIF:1621767	Euarestoides acutangulus						Euarestoides	acutangulus								RO:0002622	visitsFlowersOf		GBIF:3118746	Encelia farinosa						Encelia	farinosa											Hardy Drive & 16th Street, Tempe, Arizona	33.412435	-111.952193			2022-03-18			
	GBIF:5130514	Junonia coenia						Junonia	coenia								RO:0002437	interactsWith		GBIF:5130514	Junonia coenia						Junonia	coenia											Superstition Mountains, Tonto National Forest	33.494	-111.275			2022-03-25			
	GBIF:5130514	Junonia coenia						Junonia	coenia								RO:0002437	interactsWith		GBIF:5130514	Junonia coenia						Junonia	coenia											Superstition Mountains, Tonto National Forest	33.494	-111.275			2022-03-25			
		Aphidae															RO:0002470	eats		GBIF:3170225	Funastrum cynanchoides						Funastrum	cynanchoides											Superstition Mountains, Tonto National Forest	33.5013	-111.2793			2022-03-25			
		Aphidae															RO:0002470	eats		GBIF:3170225	Funastrum cynanchoides						Funastrum	cynanchoides											Superstition Mountains, Tonto National Forest	33.5013	-111.2793			2022-03-25			
		Aphidae															RO:0002470	eats		GBIF:3170225	Funastrum cynanchoides						Funastrum	cynanchoides											Superstition Mountains, Tonto National Forest	33.5013	-111.2793			2022-03-25			
		Aphidae															RO:0002470	eats		GBIF:3170225	Funastrum cynanchoides						Funastrum	cynanchoides											Superstition Mountains, Tonto National Forest	33.5013	-111.2793			2022-03-25			
	GBIF:5141342	Battus philenor						Battus	philenor								RO:0002454	hasHost		GBIF:2873999	Aristolochia watsonii						Aristolochia	watsonii											Superstition Mountains, Tonto National Forest	33.4987	-111.2766			2022-03-26			
	GBIF:5141342	Battus philenor						Battus	philenor								RO:0002454	hasHost		GBIF:2873999	Aristolochia watsonii						Aristolochia	watsonii											Superstition Mountains, Tonto National Forest	33.4991	-111.276			2022-03-26			
	GBIF:5141342	Battus philenor						Battus	philenor								RO:0002454	hasHost		GBIF:2873999	Aristolochia watsonii						Aristolochia	watsonii											Superstition Mountains, Tonto National Forest	33.4991	-111.276			2022-03-26			
	GBIF:5141342	Battus philenor						Battus	philenor								RO:0002454	hasHost		GBIF:2873999	Aristolochia watsonii						Aristolochia	watsonii											Superstition Mountains, Tonto National Forest	33.499	-111.2761			2022-03-26T11:29:53			
	GBIF:5141342	Battus philenor						Battus	philenor								RO:0002454	hasHost		GBIF:2873999	Aristolochia watsonii						Aristolochia	watsonii											Superstition Mountains, Tonto National Forest	33.4991	-111.276			2022-03-26			
	ITIS:117268	Papilionidae															RO:0002622	visitsFlowersOf		GBIF:3171478	Penstemon eatonii						Penstemon	eatonii											Superstition Mountains, Tonto National Forest	33.5014	-111.2682			2022-03-26			
	ITIS:117268	Papilionidae															RO:0002622	visitsFlowersOf		GBIF:3171478	Penstemon eatonii						Penstemon	eatonii											Superstition Mountains, Tonto National Forest	33.5014	-111.2682			2022-03-26			
	GBIF:2476674	Calypte anna						Calypte	anna								RO:0002622	visitsFlowersOf		GBIF:3171309	Penstemon pseudospectabilis						Penstemon	pseudospectabilis											Superstition Mountains, Tonto National Forest	33.5014	-111.2682			2022-03-26			
		Lepidoptera															RO:0002454	hasHost		GBIF:3129915	Baccharis sarothroides						Baccharis	sarothroides											Superstition Mountains, Tonto National Forest	33.5014	-111.2795			2022-03-26			
		Lepidoptera															RO:0002454	hasHost		GBIF:3129915	Baccharis sarothroides						Baccharis	sarothroides											Superstition Mountains, Tonto National Forest	33.5014	-111.2795			2022-03-26			
		Lepidoptera															RO:0002454	hasHost		GBIF:3129915	Baccharis sarothroides						Baccharis	sarothroides											Superstition Mountains, Tonto National Forest	33.5014	-111.2795			2022-03-26			
		Tetragnatha															RO:0002437	interactsWith			Tetragnatha																		Superstition Mountains, Tonto National Forest	33.4995	-111.2784			2022-03-26			
		Tetragnatha															RO:0002437	interactsWith			Tetragnatha																		Superstition Mountains, Tonto National Forest	33.4995	-111.2784			2022-03-26			
	ITIS:114387	Meloidae															RO:0002470	eats		GBIF:2888380	Eschscholzia californica						Eschscholzia	californica											Superstition Mountains, Tonto National Forest	33.4913	-111.2777			2022-03-27			
	ITIS:114387	Meloidae															RO:0002470	eats		GBIF:2888380	Eschscholzia californica						Eschscholzia	californica											Superstition Mountains, Tonto National Forest	33.4913	-111.2777			2022-03-27			
	GBIF:5051522	Argia vivida						Argia	vivida								RO:0002437	interactsWith		GBIF:5051522	Argia vivida						Argia	vivida											Bonanza Spring	34.6852	-115.4056			2022-04-17			
	GBIF:5051522	Argia vivida						Argia	vivida								RO:0002437	interactsWith		GBIF:5051522	Argia vivida						Argia	vivida											Bonanza Spring	34.6852	-115.4056			2022-04-17			
		Diptera															RO:0002437	interactsWith			Diptera																		Bonanza Spring	34.6821	-115.4045			2022-04-17			
		Hymenoptera															RO:0002622	visitsFlowersOf		ITIS:30240	Asclepias																		Mojave Desert, near Fenner	34.7573	-115.2188			2022-04-18			
		Hymenoptera															RO:0002622	visitsFlowersOf		ITIS:30240	Asclepias																			34.7573	-115.2188			2022-04-18			
		Hymenoptera															RO:0002622	visitsFlowersOf		ITIS:30240	Asclepias																			34.7573	-115.2188			2022-04-18			
		Hymenoptera															RO:0002622	visitsFlowersOf		ITIS:30240	Asclepias																			34.7573	-115.2188			2022-04-18			
		Hymenoptera															RO:0002622	visitsFlowersOf		ITIS:30240	Asclepias																			34.7573	-115.2188			2022-04-18			
		Calliopsis															RO:0002437	interactsWith			Calliopsis																		Superstition Mountains, Miles Ranch Trailhead, Tonto National Forest	33.4378	-111.0698			2022-04-23			
		Calliopsis															RO:0002437	interactsWith			Calliopsis																		Superstition Mountains, Miles Ranch Trailhead, Tonto National Forest	33.4378	-111.0698			2022-04-23			
	ITIS:574052	Crematogaster															RO:0002622	visitsFlowersOf		GBIF:7282835	Cylindropuntia arbuscula						Cylindropuntia	arbuscula											Sand Tank Mountains, Sonoran Desert National Monument	32.7987	-112.5113			2022-04-29			
	ITIS:574052	Crematogaster															RO:0002622	visitsFlowersOf		GBIF:7282835	Cylindropuntia arbuscula						Cylindropuntia	arbuscula											Sand Tank Mountains, Sonoran Desert National Monument	32.7987	-112.5113			2022-04-29T22:10:43			
	ITIS:574052	Crematogaster															RO:0002622	visitsFlowersOf		GBIF:7282835	Cylindropuntia arbuscula						Cylindropuntia	arbuscula											Sand Tank Mountains, Sonoran Desert National Monument	32.7987	-112.5113			2022-04-29			
	ITIS:574052	Crematogaster															RO:0002622	visitsFlowersOf		GBIF:7282835	Cylindropuntia arbuscula						Cylindropuntia	arbuscula											Sand Tank Mountains, Sonoran Desert National Monument	32.7987	-112.5113			2022-04-29			
	ITIS:574052	Crematogaster															RO:0002622	visitsFlowersOf		GBIF:7282835	Cylindropuntia arbuscula						Cylindropuntia	arbuscula											Sand Tank Mountains, Sonoran Desert National Monument	32.7987	-112.5113			2022-04-29			
	ITIS:574052	Crematogaster															RO:0002622	visitsFlowersOf		GBIF:7282835	Cylindropuntia arbuscula						Cylindropuntia	arbuscula											Sand Tank Mountains, Sonoran Desert National Monument	32.7987	-112.5113			2022-04-29			
		Pepsis															RO:0002622	visitsFlowersOf		GBIF:3170301	Asclepias subulata						Asclepias	subulata											Hardy Drive & 16th Street, Tempe, Arizona	33.412435	-111.952193			2022-04-30			
	GBIF:2056098	Stobaera concinna						Stobaera	concinna								RO:0002470	eats		GBIF:9206251	Helianthus annuus						Helianthus	annuus											Hardy Drive & 16th Street, Tempe, Arizona	33.412435	-111.952193			2022-05-15			
	GBIF:5039767	Ceratina arizonensis						Ceratina	arizonensis								RO:0002622	visitsFlowersOf		GBIF:3067551	Euphorbia arizonica						Euphorbia	arizonica											Hardy Drive & 16th Street, Tempe, Arizona	33.412435	-111.952193			2022-05-15T13:04:48			
	GBIF:5039767	Ceratina arizonensis						Ceratina	arizonensis								RO:0002622	visitsFlowersOf		GBIF:3067551	Euphorbia arizonica						Euphorbia	arizonica											Hardy Drive & 16th Street, Tempe, Arizona	33.412435	-111.952193			2022-05-15T13:04:49			
	GBIF:1927988	Hemiargus ceraunus						Hemiargus	ceraunus								RO:0002622	visitsFlowersOf		GBIF:3190447	Bursera microphylla						Bursera	microphylla											Hardy Drive & 16th Street, Tempe, Arizona	33.412435	-111.952193			2022-05-31T17:40:50			
	GBIF:1927988	Hemiargus ceraunus						Hemiargus	ceraunus								RO:0002622	visitsFlowersOf		GBIF:3190447	Bursera microphylla						Bursera	microphylla											Hardy Drive & 16th Street, Tempe, Arizona	33.412435	-111.952193			2022-05-31T17:40:16			
	GBIF:10894420	Hyla arenicolor						Hyla	arenicolor								RO:0002437	interactsWith		GBIF:10894420	Hyla arenicolor						Hyla	arenicolor											Miles Ranch Trailhead, Tonto National Forest	33.4398	-111.0638			2022-06-24			
	GBIF:10894420	Hyla arenicolor						Hyla	arenicolor								RO:0002437	interactsWith		GBIF:10894420	Hyla arenicolor						Hyla	arenicolor											Miles Ranch Trailhead, Tonto National Forest	33.4398	-111.0638			2022-06-24			
	GBIF:10894420	Hyla arenicolor						Hyla	arenicolor								RO:0002437	interactsWith		GBIF:10894420	Hyla arenicolor						Hyla	arenicolor											Miles Ranch Trailhead, Tonto National Forest	33.4398	-111.0638			2022-06-24T22:07:43			
	GBIF:10894420	Hyla arenicolor						Hyla	arenicolor								RO:0002437	interactsWith		GBIF:10894420	Hyla arenicolor						Hyla	arenicolor											Miles Ranch Trailhead, Tonto National Forest	33.4398	-111.0638			2022-06-24			
	ITIS:154344	Apoidea															RO:0002622	visitsFlowersOf		GBIF:9206251	Helianthus annuus						Helianthus	annuus											Hardy Drive & 16th Street, Tempe, Arizona	33.412435	-111.952193			2022-06-25			
	ITIS:154344	Apoidea															RO:0002622	visitsFlowersOf		GBIF:9206251	Helianthus annuus						Helianthus	annuus											Hardy Drive & 16th Street, Tempe, Arizona	33.412435	-111.952193			2022-06-25T17:08:07			
	ITIS:154344	Apoidea															RO:0002622	visitsFlowersOf		GBIF:9206251	Helianthus annuus						Helianthus	annuus											Hardy Drive & 16th Street, Tempe, Arizona	33.412435	-111.952193			2022-06-26			
	ITIS:154344	Apoidea															RO:0002622	visitsFlowersOf		GBIF:9206251	Helianthus annuus						Helianthus	annuus											Hardy Drive & 16th Street, Tempe, Arizona	33.412435	-111.952193			2022-06-26			
	ITIS:154344	Apoidea															RO:0002622	visitsFlowersOf		GBIF:9206251	Helianthus annuus						Helianthus	annuus											Hardy Drive & 16th Street, Tempe, Arizona	33.412435	-111.952193			2022-06-26T09:47:34			
	ITIS:154344	Apoidea															RO:0002622	visitsFlowersOf		GBIF:9206251	Helianthus annuus						Helianthus	annuus											Hardy Drive & 16th Street, Tempe, Arizona	33.412435	-111.952193			2022-06-26			
	ITIS:114493	Scarabaeidae															RO:0002470	eats		GBIF:5361949	Simmondsia chinensis						Simmondsia	chinensis											Hardy Drive & 16th Street, Tempe, Arizona	33.412435	-111.952193			2022-07-05			
	ITIS:109234	Carabidae															RO:0002437	interactsWith		ITIS:109234	Carabidae																		Mesa del Campanero	28.36309	-109.03012			2022-08-05T21:03:18			
	GBIF:1427142	Hetaerina americana						Hetaerina	americana								RO:0002437	interactsWith		GBIF:1427142	Hetaerina americana						Hetaerina	americana											Yécora	28.37617	-108.9201			2022-08-06			
	GBIF:5051314	Enallagma praevarum						Enallagma	praevarum								RO:0002437	interactsWith		GBIF:5051314	Enallagma praevarum						Enallagma	praevarum											Carretera Federal 16 east of Yécora	28.38456	-108.8519			2022-08-07			
	GBIF:5051487	Argia herberti						Argia	herberti								RO:0002437	interactsWith		GBIF:5051487	Argia herberti						Argia	herberti											Carretera Federal 16 east of Yécora	28.37383	-108.83632			2022-08-08T12:23:51			
	GBIF:5051487	Argia herberti						Argia	herberti								RO:0002437	interactsWith		GBIF:5051487	Argia herberti						Argia	herberti											Carretera Federal 16 east of Yécora	28.37383	-108.83632			2022-08-08			
	GBIF:5051429	Argia pima						Argia	pima								RO:0002437	interactsWith		GBIF:5051429	Argia pima						Argia	pima											Carretera Federal 16 east of Yécora	28.37379	-108.83631			2022-08-08			
	ITIS:117268	Papilionidae															RO:0002454	hasHost		GBIF:3190541	Rhus ovata						Rhus	ovata											Elgin, Valhalla Lane, Coronado National Forest	31.5216	-110.4756			2022-09-17			
	GBIF:1707345	Schistocerca nitens						Schistocerca	nitens								RO:0002470	eats		GBIF:3110605	Ambrosia ambrosioides						Ambrosia	ambrosioides											Hardy Drive & 16th Street, Tempe, Arizona	33.412435	-111.952193			2022-10-04			
		Aphidae															RO:0002454	hasHost		GBIF:3110610	Ambrosia deltoidea						Ambrosia	deltoidea											Table Top Wilderness, Table Top Wilderness	32.7475	-112.1028			2023-03-25			
		Aphidae															RO:0002454	hasHost		GBIF:3110610	Ambrosia deltoidea						Ambrosia	deltoidea											Table Top Wilderness, Table Top Wilderness	32.7475	-112.1028			2023-03-25			
	GBIF:1341976	Apis mellifera						Apis	mellifera								RO:0002455	pollinates		GBIF:3152473	Sphaeralcea ambigua						Sphaeralcea	ambigua											Hardy Drive & 16th Street, Tempe, Arizona	33.412435	-111.952193			2023-04-01			
	GBIF:1341976	Apis mellifera						Apis	mellifera								RO:0002455	pollinates		GBIF:3152473	Sphaeralcea ambigua						Sphaeralcea	ambigua											Hardy Drive & 16th Street, Tempe, Arizona	33.412435	-111.952193			2023-04-01			
	ITIS:154344	Apoidea															RO:0002455	pollinates		GBIF:3152473	Sphaeralcea ambigua						Sphaeralcea	ambigua											Hardy Drive & 16th Street, Tempe, Arizona	33.412435	-111.952193			2023-04-09			
	GBIF:2020665	Corythucha morrilli						Corythucha	morrilli								RO:0002470	eats		GBIF:9206251	Helianthus annuus						Helianthus	annuus											Hardy Drive & 16th Street, Tempe, Arizona	33.412435	-111.952193			2023-04-15			
	GBIF:1862841	Hyles lineata						Hyles	lineata								RO:0002470	eats		GBIF:3188809	Oenothera cespitosa						Oenothera	cespitosa											Hardy Drive & 16th Street, Tempe, Arizona	33.412435	-111.952193			2023-04-15			
	GBIF:1862841	Hyles lineata						Hyles	lineata								RO:0002470	eats		GBIF:3188809	Oenothera cespitosa						Oenothera	cespitosa											Hardy Drive & 16th Street, Tempe, Arizona	33.412435	-111.952193			2023-04-15T21:25:37			
	ITIS:117293	Sphingidae															RO:0002455	pollinates		GBIF:3188809	Oenothera cespitosa						Oenothera	cespitosa											Hardy Drive & 16th Street, Tempe, Arizona	33.412435	-111.952193			2023-04-15			
	ITIS:117293	Sphingidae															RO:0002622	visitsFlowersOf		GBIF:3188809	Oenothera cespitosa						Oenothera	cespitosa											Hardy Drive & 16th Street, Tempe, Arizona	33.412435	-111.952193			2023-04-15			
	GBIF:2105572	Chrysoperla comanche						Chrysoperla	comanche								RO:0002622	visitsFlowersOf		GBIF:3118746	Encelia farinosa						Encelia	farinosa											Hardy Drive & 16th Street, Tempe, Arizona	33.412435	-111.952193			2023-04-15			
	GBIF:2105572	Chrysoperla comanche						Chrysoperla	comanche								RO:0002622	visitsFlowersOf		GBIF:3118746	Encelia farinosa						Encelia	farinosa											Hardy Drive & 16th Street, Tempe, Arizona	33.412435	-111.952193			2023-04-15T21:46:51			
	GBIF:2105572	Chrysoperla comanche						Chrysoperla	comanche								RO:0002622	visitsFlowersOf		GBIF:3118746	Encelia farinosa						Encelia	farinosa											Hardy Drive & 16th Street, Tempe, Arizona	33.412435	-111.952193			2023-04-15			
	GBIF:2105572	Chrysoperla comanche						Chrysoperla	comanche								RO:0002622	visitsFlowersOf		GBIF:3118746	Encelia farinosa						Encelia	farinosa											Hardy Drive & 16th Street, Tempe, Arizona	33.412435	-111.952193			2023-04-15			
	GBIF:2024907	Trypanalebra maculata						Trypanalebra	maculata								RO:0002470	eats		GBIF:3152612	Abutilon parvulum						Abutilon	parvulum											Hardy Drive & 16th Street, Tempe, Arizona	33.412435	-111.952193			2023-04-16			
	GBIF:2024907	Trypanalebra maculata						Trypanalebra	maculata								RO:0002470	eats		GBIF:3152612	Abutilon parvulum						Abutilon	parvulum											Hardy Drive & 16th Street, Tempe, Arizona	33.412435	-111.952193			2023-04-16			
	GBIF:2024907	Trypanalebra maculata						Trypanalebra	maculata								RO:0002470	eats		GBIF:3152612	Abutilon parvulum						Abutilon	parvulum											Hardy Drive & 16th Street, Tempe, Arizona	33.412435	-111.952193			2023-04-16			
	GBIF:2024907	Trypanalebra maculata						Trypanalebra	maculata								RO:0002470	eats		GBIF:3152612	Abutilon parvulum						Abutilon	parvulum											Hardy Drive & 16th Street, Tempe, Arizona	33.412435	-111.952193			2023-04-16			
	GBIF:2015352	Leuronota maculata						Leuronota	maculata								RO:0002470	eats		GBIF:2984498	Celtis ehrenbergiana						Celtis	ehrenbergiana											Hardy Drive & 16th Street, Tempe, Arizona	33.412435	-111.952193			2023-04-20			
	GBIF:2020665	Corythucha morrilli						Corythucha	morrilli								RO:0002454	hasHost		GBIF:5385067	Gutierrezia sarothrae						Gutierrezia	sarothrae											Hardy Drive & 16th Street, Tempe, Arizona	33.412435	-111.952193			2023-04-25			
	ITIS:117278	Hesperiidae															RO:0002622	visitsFlowersOf		GBIF:2969973	Mimosa aculeaticarpa						Mimosa	aculeaticarpa											Hardy Drive & 16th Street, Tempe, Arizona	33.412435	-111.952193			2023-05-10			
	ITIS:117278	Hesperiidae															RO:0002622	visitsFlowersOf		GBIF:2969973	Mimosa aculeaticarpa						Mimosa	aculeaticarpa											Hardy Drive & 16th Street, Tempe, Arizona	33.412435	-111.952193			2023-05-10			
	ITIS:117278	Hesperiidae															RO:0002622	visitsFlowersOf		GBIF:2969973	Mimosa aculeaticarpa						Mimosa	aculeaticarpa											Hardy Drive & 16th Street, Tempe, Arizona	33.412435	-111.952193			2023-05-10			
	ITIS:117278	Hesperiidae															RO:0002622	visitsFlowersOf		GBIF:2969973	Mimosa aculeaticarpa						Mimosa	aculeaticarpa											Hardy Drive & 16th Street, Tempe, Arizona	33.412435	-111.952193			2023-05-10			
	ITIS:117278	Hesperiidae															RO:0002622	visitsFlowersOf		GBIF:2969973	Mimosa aculeaticarpa						Mimosa	aculeaticarpa											Hardy Drive & 16th Street, Tempe, Arizona	33.412435	-111.952193			2023-05-10			
	GBIF:1206966	Listroderes difficilis						Listroderes	difficilis								RO:0002470	eats		GBIF:2928741	Datura wrightii						Datura	wrightii											Hardy Drive & 16th Street, Tempe, Arizona	33.412435	-111.952193			2023-05-18			
	GBIF:1206966	Listroderes difficilis						Listroderes	difficilis								RO:0002470	eats		GBIF:2928741	Datura wrightii						Datura	wrightii											Hardy Drive & 16th Street, Tempe, Arizona	33.412435	-111.952193			2023-05-18			
	GBIF:1206966	Listroderes difficilis						Listroderes	difficilis								RO:0002470	eats		GBIF:2928741	Datura wrightii						Datura	wrightii											Hardy Drive & 16th Street, Tempe, Arizona	33.412435	-111.952193			2023-05-18			
	GBIF:1206966	Listroderes difficilis						Listroderes	difficilis								RO:0002470	eats		GBIF:2928741	Datura wrightii						Datura	wrightii											Hardy Drive & 16th Street, Tempe, Arizona	33.412435	-111.952193			2023-05-18			
	GBIF:1206966	Listroderes difficilis						Listroderes	difficilis								RO:0002470	eats		GBIF:2928741	Datura wrightii						Datura	wrightii											Hardy Drive & 16th Street, Tempe, Arizona	33.412435	-111.952193			2023-05-18			
	GBIF:1206966	Listroderes difficilis						Listroderes	difficilis								RO:0002470	eats		GBIF:2928741	Datura wrightii						Datura	wrightii											Hardy Drive & 16th Street, Tempe, Arizona	33.412435	-111.952193			2023-05-18			
	GBIF:1206966	Listroderes difficilis						Listroderes	difficilis								RO:0002470	eats		GBIF:2928741	Datura wrightii						Datura	wrightii											Hardy Drive & 16th Street, Tempe, Arizona	33.412435	-111.952193			2023-05-18			
	GBIF:1206966	Listroderes difficilis						Listroderes	difficilis								RO:0002470	eats		GBIF:2928741	Datura wrightii						Datura	wrightii											Hardy Drive & 16th Street, Tempe, Arizona	33.412435	-111.952193			2023-05-18			
	GBIF:1206966	Listroderes difficilis						Listroderes	difficilis								RO:0002470	eats		GBIF:2928741	Datura wrightii						Datura	wrightii											Hardy Drive & 16th Street, Tempe, Arizona	33.412435	-111.952193			2023-05-18			
	GBIF:1206966	Listroderes difficilis						Listroderes	difficilis								RO:0002470	eats		GBIF:2928741	Datura wrightii						Datura	wrightii											Hardy Drive & 16th Street, Tempe, Arizona	33.412435	-111.952193			2023-05-18			
	GBIF:1206966	Listroderes difficilis						Listroderes	difficilis								RO:0002470	eats		GBIF:2928741	Datura wrightii						Datura	wrightii											Hardy Drive & 16th Street, Tempe, Arizona	33.412435	-111.952193			2023-05-18			
	GBIF:1206966	Listroderes difficilis						Listroderes	difficilis								RO:0002470	eats		GBIF:2928741	Datura wrightii						Datura	wrightii											Hardy Drive & 16th Street, Tempe, Arizona	33.412435	-111.952193			2023-05-18			
	GBIF:1206966	Listroderes difficilis						Listroderes	difficilis								RO:0002470	eats		GBIF:2928741	Datura wrightii						Datura	wrightii											Hardy Drive & 16th Street, Tempe, Arizona	33.412435	-111.952193			2023-05-18			
	GBIF:1206966	Listroderes difficilis						Listroderes	difficilis								RO:0002470	eats		GBIF:2928741	Datura wrightii						Datura	wrightii											Hardy Drive & 16th Street, Tempe, Arizona	33.412435	-111.952193			2023-05-18			
	ITIS:154344	Apoidea															RO:0002622	visitsFlowersOf		GBIF:9206251	Helianthus annuus						Helianthus	annuus											Hardy Drive & 16th Street, Tempe, Arizona	33.412435	-111.952193			2023-05-19			
	ITIS:154344	Apoidea															RO:0002622	visitsFlowersOf		GBIF:9206251	Helianthus annuus						Helianthus	annuus											Hardy Drive & 16th Street, Tempe, Arizona	33.412435	-111.952193			2023-05-19			
	GBIF:5231647	Spinus psaltria						Spinus	psaltria								RO:0002470	eats		GBIF:9206251	Helianthus annuus						Helianthus	annuus											Hardy Drive & 16th Street, Tempe, Arizona	33.412435	-111.952193			2023-05-19			
	GBIF:5231647	Spinus psaltria						Spinus	psaltria								RO:0002470	eats		GBIF:9206251	Helianthus annuus						Helianthus	annuus											Hardy Drive & 16th Street, Tempe, Arizona	33.412435	-111.952193			2023-05-19			
	GBIF:5231647	Spinus psaltria						Spinus	psaltria								RO:0002470	eats		GBIF:9206251	Helianthus annuus						Helianthus	annuus											Hardy Drive & 16th Street, Tempe, Arizona	33.412435	-111.952193			2023-05-19			
	GBIF:5231647	Spinus psaltria						Spinus	psaltria								RO:0002470	eats		GBIF:9206251	Helianthus annuus						Helianthus	annuus											Hardy Drive & 16th Street, Tempe, Arizona	33.412435	-111.952193			2023-05-19			
	GBIF:5231647	Spinus psaltria						Spinus	psaltria								RO:0002470	eats		GBIF:9206251	Helianthus annuus						Helianthus	annuus											Hardy Drive & 16th Street, Tempe, Arizona	33.412435	-111.952193			2023-05-19			
	GBIF:5231647	Spinus psaltria						Spinus	psaltria								RO:0002470	eats		GBIF:9206251	Helianthus annuus						Helianthus	annuus											Hardy Drive & 16th Street, Tempe, Arizona	33.412435	-111.952193			2023-05-19			
	GBIF:5231647	Spinus psaltria						Spinus	psaltria								RO:0002470	eats		GBIF:9206251	Helianthus annuus						Helianthus	annuus											Hardy Drive & 16th Street, Tempe, Arizona	33.412435	-111.952193			2023-05-19			
	GBIF:5126013	Homoeosoma electella						Homoeosoma	electella								RO:0002454	hasHost		GBIF:9206251	Helianthus annuus						Helianthus	annuus											Hardy Drive & 16th Street, Tempe, Arizona	33.412435	-111.952193			2023-05-20			
	GBIF:5126013	Homoeosoma electella						Homoeosoma	electella								RO:0002454	hasHost		GBIF:9206251	Helianthus annuus						Helianthus	annuus											Hardy Drive & 16th Street, Tempe, Arizona	33.412435	-111.952193			2023-05-20			
	GBIF:5126013	Homoeosoma electella						Homoeosoma	electella								RO:0002454	hasHost		GBIF:9206251	Helianthus annuus						Helianthus	annuus											Hardy Drive & 16th Street, Tempe, Arizona	33.412435	-111.952193			2023-05-20			
	GBIF:5126013	Homoeosoma electella						Homoeosoma	electella								RO:0002454	hasHost		GBIF:9206251	Helianthus annuus						Helianthus	annuus											Hardy Drive & 16th Street, Tempe, Arizona	33.412435	-111.952193			2023-05-20			
	GBIF:5126013	Homoeosoma electella						Homoeosoma	electella								RO:0002454	hasHost		GBIF:9206251	Helianthus annuus						Helianthus	annuus											Hardy Drive & 16th Street, Tempe, Arizona	33.412435	-111.952193			2023-05-20			
	GBIF:5126013	Homoeosoma electella						Homoeosoma	electella								RO:0002454	hasHost		GBIF:9206251	Helianthus annuus						Helianthus	annuus											Hardy Drive & 16th Street, Tempe, Arizona	33.412435	-111.952193			2023-05-20			
	ITIS:154365	Megachilidae															RO:0002454	hasHost		GBIF:5420901	Punica granata						Punica	granata											Hardy Drive & 16th Street, Tempe, Arizona	33.412435	-111.952193			2023-05-21			
	GBIF:9770031	Agapornis roseicollis						Agapornis	roseicollis								RO:0002470	eats		GBIF:9206251	Helianthus annuus						Helianthus	annuus											Hardy Drive & 16th Street, Tempe, Arizona	33.412435	-111.952193			2023-05-25			
	GBIF:9770031	Agapornis roseicollis						Agapornis	roseicollis								RO:0002470	eats		GBIF:9206251	Helianthus annuus						Helianthus	annuus											Hardy Drive & 16th Street, Tempe, Arizona	33.412435	-111.952193			2023-05-25T07:21:21			
	ITIS:154344	Apoidea															RO:0002622	visitsFlowersOf		GBIF:9206251	Helianthus annuus						Helianthus	annuus											Hardy Drive & 16th Street, Tempe, Arizona	33.412435	-111.952193			2023-05-25			
	GBIF:9770031	Agapornis roseicollis						Agapornis	roseicollis								RO:0002470	eats		GBIF:9206251	Helianthus annuus						Helianthus	annuus											Hardy Drive & 16th Street, Tempe, Arizona	33.412435	-111.952193			2023-05-25			
	GBIF:9770031	Agapornis roseicollis						Agapornis	roseicollis								RO:0002470	eats		GBIF:9206251	Helianthus annuus						Helianthus	annuus											Hardy Drive & 16th Street, Tempe, Arizona	33.412435	-111.952193			2023-05-25			
	GBIF:9770031	Agapornis roseicollis						Agapornis	roseicollis								RO:0002470	eats		GBIF:9206251	Helianthus annuus						Helianthus	annuus											Hardy Drive & 16th Street, Tempe, Arizona	33.412435	-111.952193			2023-05-25			
